departure_date,booking_date,cum_bookings
10/26/2012,9/23/2012,66
10/26/2012,9/24/2012,69
10/26/2012,9/25/2012,71
10/26/2012,9/26/2012,76
10/26/2012,9/27/2012,80
10/26/2012,9/28/2012,82
10/26/2012,9/29/2012,83
10/26/2012,9/30/2012,83
10/26/2012,10/1/2012,89
10/26/2012,10/2/2012,96
10/26/2012,10/3/2012,101
10/26/2012,10/4/2012,104
10/26/2012,10/5/2012,109
10/26/2012,10/6/2012,109
10/26/2012,10/7/2012,109
10/26/2012,10/8/2012,113
10/26/2012,10/9/2012,114
10/26/2012,10/10/2012,114
10/26/2012,10/11/2012,116
10/26/2012,10/12/2012,120
10/26/2012,10/13/2012,121
10/26/2012,10/14/2012,121
10/26/2012,10/15/2012,124
10/26/2012,10/16/2012,130
10/26/2012,10/17/2012,135
10/26/2012,10/18/2012,139
10/26/2012,10/19/2012,148
10/26/2012,10/20/2012,150
10/26/2012,10/21/2012,153
10/26/2012,10/22/2012,161
10/26/2012,10/23/2012,169
10/26/2012,10/24/2012,180
10/26/2012,10/25/2012,203
10/26/2012,10/26/2012,248
10/27/2012,8/28/2012,0
10/27/2012,8/29/2012,0
10/27/2012,8/30/2012,0
10/27/2012,8/31/2012,0
10/27/2012,9/1/2012,0
10/27/2012,9/2/2012,4
10/27/2012,9/3/2012,4
10/27/2012,9/4/2012,7
10/27/2012,9/5/2012,7
10/27/2012,9/6/2012,22
10/27/2012,9/7/2012,24
10/27/2012,9/8/2012,28
10/27/2012,9/9/2012,28
10/27/2012,9/10/2012,30
10/27/2012,9/11/2012,32
10/27/2012,9/12/2012,34
10/27/2012,9/13/2012,45
10/27/2012,9/14/2012,47
10/27/2012,9/15/2012,48
10/27/2012,9/16/2012,49
10/27/2012,9/17/2012,49
10/27/2012,9/18/2012,52
10/27/2012,9/19/2012,53
10/27/2012,9/20/2012,64
10/27/2012,9/21/2012,64
10/27/2012,9/22/2012,64
10/27/2012,9/23/2012,64
10/27/2012,9/24/2012,67
10/27/2012,9/25/2012,69
10/27/2012,9/26/2012,74
10/27/2012,9/27/2012,80
10/27/2012,9/28/2012,82
10/27/2012,9/29/2012,83
10/27/2012,9/30/2012,83
10/27/2012,10/1/2012,93
10/27/2012,10/2/2012,96
10/27/2012,10/3/2012,100
10/27/2012,10/4/2012,103
10/27/2012,10/5/2012,108
10/27/2012,10/6/2012,108
10/27/2012,10/7/2012,108
10/27/2012,10/8/2012,110
10/27/2012,10/9/2012,111
10/27/2012,10/10/2012,111
10/27/2012,10/11/2012,113
10/27/2012,10/12/2012,120
10/27/2012,10/13/2012,121
10/27/2012,10/14/2012,121
10/27/2012,10/15/2012,124
10/27/2012,10/16/2012,128
10/27/2012,10/17/2012,128
10/27/2012,10/18/2012,133
10/27/2012,10/19/2012,138
10/27/2012,10/20/2012,140
10/27/2012,10/21/2012,145
10/27/2012,10/22/2012,154
10/27/2012,10/23/2012,163
10/27/2012,10/24/2012,173
10/27/2012,10/25/2012,189
10/27/2012,10/26/2012,206
10/27/2012,10/27/2012,260
10/28/2012,8/29/2012,2
10/28/2012,8/30/2012,2
10/28/2012,8/31/2012,2
10/28/2012,9/1/2012,2
10/28/2012,9/2/2012,4
10/28/2012,9/3/2012,4
10/28/2012,9/4/2012,17
10/28/2012,9/5/2012,17
10/28/2012,9/6/2012,17
10/28/2012,9/7/2012,17
10/28/2012,9/8/2012,17
10/28/2012,9/9/2012,17
10/28/2012,9/10/2012,17
10/28/2012,9/11/2012,17
10/28/2012,9/12/2012,17
10/28/2012,9/13/2012,17
10/28/2012,9/14/2012,19
10/28/2012,9/15/2012,20
10/28/2012,9/16/2012,21
10/28/2012,9/17/2012,23
10/28/2012,9/18/2012,23
10/28/2012,9/19/2012,26
10/28/2012,9/20/2012,45
10/28/2012,9/21/2012,45
10/28/2012,9/22/2012,45
10/28/2012,9/23/2012,45
10/28/2012,9/24/2012,46
10/28/2012,9/25/2012,47
10/28/2012,9/26/2012,48
10/28/2012,9/27/2012,50
10/28/2012,9/28/2012,51
10/28/2012,9/29/2012,51
10/28/2012,9/30/2012,51
10/28/2012,10/1/2012,52
10/28/2012,10/2/2012,52
10/28/2012,10/3/2012,53
10/28/2012,10/4/2012,54
10/28/2012,10/5/2012,58
10/28/2012,10/6/2012,58
10/28/2012,10/7/2012,58
10/28/2012,10/8/2012,62
10/28/2012,10/9/2012,65
10/28/2012,10/10/2012,65
10/28/2012,10/11/2012,65
10/28/2012,10/12/2012,69
10/28/2012,10/13/2012,70
10/28/2012,10/14/2012,71
10/28/2012,10/15/2012,80
10/28/2012,10/16/2012,94
10/28/2012,10/17/2012,104
10/28/2012,10/18/2012,118
10/28/2012,10/19/2012,121
10/28/2012,10/20/2012,123
10/28/2012,10/21/2012,124
10/28/2012,10/22/2012,134
10/28/2012,10/23/2012,142
10/28/2012,10/24/2012,149
10/28/2012,10/25/2012,153
10/28/2012,10/26/2012,165
10/28/2012,10/27/2012,177
10/28/2012,10/28/2012,202
10/29/2012,8/30/2012,0
10/29/2012,8/31/2012,0
10/29/2012,9/1/2012,0
10/29/2012,9/2/2012,0
10/29/2012,9/3/2012,0
10/29/2012,9/4/2012,13
10/29/2012,9/5/2012,13
10/29/2012,9/6/2012,13
10/29/2012,9/7/2012,13
10/29/2012,9/8/2012,13
10/29/2012,9/9/2012,13
10/29/2012,9/10/2012,13
10/29/2012,9/11/2012,13
10/29/2012,9/12/2012,13
10/29/2012,9/13/2012,13
10/29/2012,9/14/2012,15
10/29/2012,9/15/2012,16
10/29/2012,9/16/2012,16
10/29/2012,9/17/2012,18
10/29/2012,9/18/2012,24
10/29/2012,9/19/2012,30
10/29/2012,9/20/2012,49
10/29/2012,9/21/2012,51
10/29/2012,9/22/2012,51
10/29/2012,9/23/2012,51
10/29/2012,9/24/2012,51
10/29/2012,9/25/2012,52
10/29/2012,9/26/2012,53
10/29/2012,9/27/2012,57
10/29/2012,9/28/2012,59
10/29/2012,9/29/2012,59
10/29/2012,9/30/2012,59
10/29/2012,10/1/2012,60
10/29/2012,10/2/2012,62
10/29/2012,10/3/2012,65
10/29/2012,10/4/2012,65
10/29/2012,10/5/2012,71
10/29/2012,10/6/2012,73
10/29/2012,10/7/2012,73
10/29/2012,10/8/2012,78
10/29/2012,10/9/2012,84
10/29/2012,10/10/2012,91
10/29/2012,10/11/2012,95
10/29/2012,10/12/2012,102
10/29/2012,10/13/2012,103
10/29/2012,10/14/2012,104
10/29/2012,10/15/2012,129
10/29/2012,10/16/2012,144
10/29/2012,10/17/2012,162
10/29/2012,10/18/2012,179
10/29/2012,10/19/2012,187
10/29/2012,10/20/2012,188
10/29/2012,10/21/2012,190
10/29/2012,10/22/2012,212
10/29/2012,10/23/2012,229
10/29/2012,10/24/2012,243
10/29/2012,10/25/2012,251
10/29/2012,10/26/2012,272
10/29/2012,10/27/2012,281
10/29/2012,10/28/2012,298
10/29/2012,10/29/2012,347
10/30/2012,8/31/2012,0
10/30/2012,9/1/2012,0
10/30/2012,9/2/2012,0
10/30/2012,9/3/2012,0
10/30/2012,9/4/2012,13
10/30/2012,9/5/2012,13
10/30/2012,9/6/2012,13
10/30/2012,9/7/2012,13
10/30/2012,9/8/2012,13
10/30/2012,9/9/2012,13
10/30/2012,9/10/2012,13
10/30/2012,9/11/2012,13
10/30/2012,9/12/2012,13
10/30/2012,9/13/2012,13
10/30/2012,9/14/2012,15
10/30/2012,9/15/2012,16
10/30/2012,9/16/2012,16
10/30/2012,9/17/2012,18
10/30/2012,9/18/2012,24
10/30/2012,9/19/2012,30
10/30/2012,9/20/2012,42
10/30/2012,9/21/2012,44
10/30/2012,9/22/2012,44
10/30/2012,9/23/2012,44
10/30/2012,9/24/2012,48
10/30/2012,9/25/2012,50
10/30/2012,9/26/2012,51
10/30/2012,9/27/2012,55
10/30/2012,9/28/2012,56
10/30/2012,9/29/2012,56
10/30/2012,9/30/2012,56
10/30/2012,10/1/2012,58
10/30/2012,10/2/2012,64
10/30/2012,10/3/2012,68
10/30/2012,10/4/2012,68
10/30/2012,10/5/2012,71
10/30/2012,10/6/2012,71
10/30/2012,10/7/2012,71
10/30/2012,10/8/2012,74
10/30/2012,10/9/2012,78
10/30/2012,10/10/2012,88
10/30/2012,10/11/2012,92
10/30/2012,10/12/2012,100
10/30/2012,10/13/2012,101
10/30/2012,10/14/2012,102
10/30/2012,10/15/2012,125
10/30/2012,10/16/2012,135
10/30/2012,10/17/2012,155
10/30/2012,10/18/2012,173
10/30/2012,10/19/2012,183
10/30/2012,10/20/2012,184
10/30/2012,10/21/2012,184
10/30/2012,10/22/2012,202
10/30/2012,10/23/2012,216
10/30/2012,10/24/2012,230
10/30/2012,10/25/2012,238
10/30/2012,10/26/2012,254
10/30/2012,10/27/2012,264
10/30/2012,10/28/2012,277
10/30/2012,10/29/2012,302
10/30/2012,10/30/2012,342
10/31/2012,9/1/2012,0
10/31/2012,9/2/2012,0
10/31/2012,9/3/2012,0
10/31/2012,9/4/2012,11
10/31/2012,9/5/2012,11
10/31/2012,9/6/2012,11
10/31/2012,9/7/2012,11
10/31/2012,9/8/2012,11
10/31/2012,9/9/2012,11
10/31/2012,9/10/2012,11
10/31/2012,9/11/2012,11
10/31/2012,9/12/2012,11
10/31/2012,9/13/2012,11
10/31/2012,9/14/2012,11
10/31/2012,9/15/2012,11
10/31/2012,9/16/2012,11
10/31/2012,9/17/2012,13
10/31/2012,9/18/2012,20
10/31/2012,9/19/2012,22
10/31/2012,9/20/2012,32
10/31/2012,9/21/2012,32
10/31/2012,9/22/2012,32
10/31/2012,9/23/2012,32
10/31/2012,9/24/2012,35
10/31/2012,9/25/2012,40
10/31/2012,9/26/2012,40
10/31/2012,9/27/2012,41
10/31/2012,9/28/2012,42
10/31/2012,9/29/2012,42
10/31/2012,9/30/2012,42
10/31/2012,10/1/2012,44
10/31/2012,10/2/2012,49
10/31/2012,10/3/2012,52
10/31/2012,10/4/2012,52
10/31/2012,10/5/2012,52
10/31/2012,10/6/2012,52
10/31/2012,10/7/2012,52
10/31/2012,10/8/2012,54
10/31/2012,10/9/2012,57
10/31/2012,10/10/2012,68
10/31/2012,10/11/2012,70
10/31/2012,10/12/2012,75
10/31/2012,10/13/2012,77
10/31/2012,10/14/2012,77
10/31/2012,10/15/2012,95
10/31/2012,10/16/2012,104
10/31/2012,10/17/2012,121
10/31/2012,10/18/2012,133
10/31/2012,10/19/2012,143
10/31/2012,10/20/2012,144
10/31/2012,10/21/2012,144
10/31/2012,10/22/2012,156
10/31/2012,10/23/2012,174
10/31/2012,10/24/2012,184
10/31/2012,10/25/2012,191
10/31/2012,10/26/2012,196
10/31/2012,10/27/2012,201
10/31/2012,10/28/2012,208
10/31/2012,10/29/2012,220
10/31/2012,10/30/2012,239
10/31/2012,10/31/2012,274
